company_name,valuation,date_joined,country,city,industry,investors,founded_year,total_raised,about_company,company_address_street,company_address_city_state_zip,company_address_city_country,company_address_city_phone,company_url,company_img,financials_investors_count,financials_investments,iso_alpha,continent,year_joined,month_joined,day_joined
HighRadius,3.1,2020-01-07,United States,Houston,Financial Services,"Susquehanna Growth Equity, Citi Ventures, ICONIQ Capital",2006,$475M,"HighRadius specializes in artificial intelligence (AI) enabled autonomous finance solutions for the office. The company provides a suite of products designed to automate and optimize order-to-cash, treasury, and record-to-report processes for businesses. Its solutions aim to reduce days sales outstanding (DSO), enhance working capital management, accelerate financial close, and improve overall productivity without the need for extensive technical knowledge. It was founded in 2006 and is based in Houston, Texas.",2107 CityWest Boulevard Suite 1100,"Houston, Texas, 77042, ",United States,281-968-4473,https://highradius.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/abbf2573-0622-4be1-ba6f-a744c90bee0f.png?w=3840,11,,USA,Americas,2020,1,7
Recover,1.1,2022-06-09,Spain,Banyeres de Mariola,Industrials,"Goldman Sachs Asset Management, STORY3 Capital Partners",1947,$100M,"Recover is a materials science company that operates in the textile industry. The company's main service is transforming textile waste into sustainable recycled cotton fibers and blends, offering a sustainable solution to close the loop on fashion. Recover primarily sells to global retailers and brands, providing environmentally friendly, cost-competitive products. It was founded in 1947 and is based in Banyeres de Mariola, Spain.",Avda. Les Molines 2-4 ,"Banyeres de Mariola, 03450, ",Spain,,https://recoverfiber.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/a735e6f3-b51f-43fd-a0ea-43088301c1a9.png?w=3840,2,,ESP,Europe,2022,6,9
Cognition AI,2.0,2024-04-24,United States,San Francisco,Enterprise Tech,"Founders Fund, 	Khosla Ventures",2023,$196M,"Cognition AI operates an applied AI lab with a focus on reasoning within the technology sector. It specializes in the development of AI software that functions as a software engineer, designed to understand and execute tasks in software development. Their current product is Devin, an AI software engineer. The company was founded in 2023 and is based in San Francisco, California.", ,"San Francisco, California, ",United States,,https://cognition.ai,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/fa908186-9dae-499a-9d69-34ca784e91b4.png?w=3840,12,,USA,Americas,2024,4,24
Solo.io,1.0,2021-10-07,United States,Cambridge,Enterprise Tech,"True Ventures, Altimeter Capital, Redpoint Ventures",2017,$171.85M,"Solo.io focuses on providing application programming interface (API) gateway and service mesh solutions. The company offers cloud-native API management services, backed by a lightweight API gateway, and a service mesh solution that provides a user interface, lifecycle management, telemetry, and insights. These services primarily cater to the cloud computing industry. It was founded in 2017 and is based in Cambridge, Massachusetts.",222 Third Street Suite 3300,"Cambridge, Massachusetts, 02142, ",United States,617-762-6721,https://solo.io,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/be8ed67b-e7b6-4ef1-8aaf-3f5adb8cc411.png?w=3840,3,,USA,Americas,2021,10,7
M1,1.45,2021-07-14,United States,Chicago,Financial Services,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",2015,$328.17M,"M1 operates as a financial technology company in the personal finance industry. The company offers a range of financial products and services, including, automated investing tools, margin loans, personal loans, and credit cards with cash-back rewards. It primarily serves individual investors, providing them with tools to manage their wealth. The company was founded in 2015 and is based in Chicago, Illinois.",200 North LaSalle Street Suite 800,"Chicago, Illinois, 60601, ",United States,312-600-2883,https://m1.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/21d8d919-39cb-4e9a-ae52-1bea0ef0615a.png?w=3840,7,,USA,Americas,2021,7,14
Maven,1.0,2021-08-17,United States,New York,Healthcare & Life Sciences,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",2014,$289.47M,"Maven is a virtual clinic specializing in women's and family health within the healthcare industry. The company offers a range of services including fertility and family building support, maternity and newborn care, parenting and pediatrics, and menopause management, all delivered through a digital health platform. Maven primarily serves the healthcare industry, with a focus on employers, health plans, and individuals seeking inclusive and comprehensive health benefits. It was founded in 2014 and is based in New York, New York.",160 Varick Street 6th Floor,"New York, New York, 10013, ",United States,347-509-6960,https://mavenclinic.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/5117c80b-47d3-431c-8fb4-9221bcb4494f.png?w=3840,31,2,USA,Americas,2021,8,17
ElasticRun,1.5,2022-02-07,India,Pune,Industrials,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures",2016,$432.11M,"ElasticRun is a business-to-business (B2B) e-commerce platform focused on connecting brands and services. The company facilitates the distribution of fast-moving consumer goods (FMCG) and grocery products through a network of small stores and enables business-to-consumer (B2C) e-commerce companies to reach rural customers with its logistics network. ElasticRun assists banking institutions in extending financial services to rural consumers by leveraging technology, data, and artificial intelligence (AI) for supply and demand aggregation. It was founded in 2016 and is based in Pune, India.","Sr. No. 165, Near Kokane Chowk, Pimple Saudagar 2nd floor, Wonder Cars Arena Building","Pune, 411027, ",India,+91 20 2740 2430,https://elastic.run,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/67ed980b-ae4a-42b5-a500-e9c4a327d1f3.png?w=3840,9,,IND,Asia,2022,2,7
PPRO,1.0,2021-01-19,United Kingdom,London,Financial Services,"Wellington Management, Eurazeo, Citi Ventures",2006,$462.95M,"PPRO operates in the digital payments infrastructure domain. The company offers services that enable businesses and banks to expand their checkout, acquiring, and risk services through a single connection. Its infrastructure provides access to various payment methods, fraud screening tools, and other essential products from multiple providers, all of which can be managed and controlled digitally. The company primarily serves the financial technology industry. It was founded in 2006 and is based in London, United Kingdom.",48 Chancery Lane ,"London, England, WC2A 1JF, ",United Kingdom,+442030029170,https://ppro.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/4ebfecd5-9055-4383-8db5-01a5ed387f9c.png?w=3840,10,1,GBR,Europe,2021,1,19
AppsFlyer,2.0,2020-01-21,United States,San Francisco,Enterprise Tech,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital",2011,$303.1M,"AppsFlyer develops a mobile advertisement measurement platform. It allows application marketers to measure their user acquisition campaigns in real time. It provides fraud protection, data analytics, privacy-preserving technologies, advanced measurement, and more. The company offers OneLink which is a deep linking technology, which sends the user either directly to the chosen in-application content or to download the application in the right application store. It was founded in 2011 and is based in San Francisco, California.",100 1st Street Floor 25,"San Francisco, California, 94105, ",United States,415-636-9430,https://appsflyer.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/e8dadc9f-bad2-448e-b2aa-922b2e7b0568.png?w=3840,8,,USA,Americas,2020,1,21
MaintainX,1.0,2023-12-06,United States,San Fransisco,Enterprise Tech,"August Capital, Ridge Ventures, Amity Ventures",2018,$103.8M,"MaintainX specializes in maintenance management and work execution software for various industries. The company offers a platform that streamlines maintenance operations, enhances asset management, and provides tools for work order management, preventive maintenance, and real-time inventory tracking. MaintainX primarily serves sectors such as manufacturing, education, facility management, food and beverage, property management, hospitality, clubs and associations, and fleet management. It was founded in 2018 and is based in San Francisco, California.",185 Clara Street Suite 101C,"San Francisco, California, 94107, ",United States,510-495-0974,https://getmaintainx.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/7815729b-b3c9-45ad-9638-8658e4f6685a.png?w=3840,19,,USA,Americas,2023,12,06
Remote,3.0,2021-07-13,United States,San Francisco,Enterprise Tech,"Index Ventures, Sequoia Capital, General Catalyst",,,"Remote operates as a digital recruiting platform. It facilitates  candidate screening, hiring, and handling payroll. It offers international payroll, benefits, taxes, and compliance that helps companies hire and manage global talent. It provides solutions for startups, small businesses, and enterprises. Remote was founded in 2019 and is based in Amsterdam, Netherlands.",Apollolaan 151 Unit 439,"Amsterdam, 1077, ",Netherlands,+1 970 669 3300,https://remote.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/07f1ad06-0909-4e3b-a87e-d4c0b286cb3a.png,,,USA,Americas,2021,7,13
Enflame,1.24,2021-01-05,China,Shanghai,Enterprise Tech,"Tencent Holdings, Delta Capital, Redpoint Ventures China",2018,$744.31M,"Enflame specializes in artificial intelligence cloud computing products. Its offerings include the development and delivery of software solutions and systems. It engages in the development of deep learning high-end chips for cloud data centers. The company was founded in 2018 and is based in Shanghai, China.","No. 158 Jinqiu Road 3rd Floor, Building 1, Zhangrun Building","Shanghai, Shanghai, ",China,021-61109566,https://enflame-tech.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/5dcab142-2dcd-4e45-9906-5309dae435c2.png?w=3840,36,,CHN,Asia,2021,1,5
Hibob,2.45,2021-10-12,Israel,Tel Aviv,Enterprise Tech,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",2015,$565M,"Hibob operates as a human resource (HR) platform. It offers a range of features such as performance management, compensation management, workforce planning, time and attendance dashboard, and more. The company was founded in 2015 and is based in New York, New York.",275 7th Avenue ,"New York, New York, 10001, ",United States,855-426-6627,https://hibob.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/a9122a87-03c6-4829-b056-02a465ba1a04.png?w=3840,17,,ISR,Asia,2021,10,12
NotCo,1.5,2021-07-26,Chile,Santiago,Consumer & Retail,"Kaszek Ventures, SOSV, Tiger Global Management",2015,,"NotCo is a Chilean food-tech company. The company produces plant-based alternatives to animal-based food products. It was founded in 2015 and is based in Santiago, Chile.", ,"Santiago, ",Chile,,https://notco.ai,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/3c86465f-e511-409c-a067-f1d669aaf1a5.png?w=3840,,,CHL,Americas,2021,7,26
Red Ventures,1.0,2015-01-07,United States,Fort Mill,Media & Entertainment,"Silver Lake Partners, General Atlantic",2000,$1.05B,"Red Ventures operates as a global company in the digital marketing and online content industry. The company offers a range of services including premium content creation, consumer marketplaces and advice, strategic partnerships, and artificial intelligence (AI)-driven digital marketing. It primarily serves the consumer finance, technology, and healthcare sectors. It was founded in 2000 and is based in Fort Mill, South Carolina.",1423 Red Ventures Drive ,"Fort Mill, South Carolina, 29707, ",United States,704-971-2300,https://redventures.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/66e44127-8272-49da-a092-8a72c79c8c56.png?w=3840,2,6,USA,Americas,2015,1,7
